Sales Person,Geography,Product,Date,Amount,Boxes
Gunar Cockshoot,UK,Raspberry Choco,16/11/2021,"$4,858 ",232
Roddy Speechley, Canada,Baker's Choco Chips,16/11/2021,$637 ,46
Curtice Advani,USA,After Nines,16/11/2021,"$3,283 ",118
Mallorie Waber,Australia,Almond Choco,16/11/2021,"$4,760 ",207
Beverie Moffet,  UK,Smooth Sliky Salty,16/11/2021,"$4,893 ",258
Madelene Upcott,Australia,85% Dark Bars,16/11/2021,"$2,373 ",140
Husein Augar,India,Peanut Butter Cubes,16/11/2021,"$3,689 ",148
Camilla Castle,  USA,Caramel Stuffed Bars,16/11/2021,"$1,526 ",67
Beverie Moffet,   Australia,99% Dark & Pure,16/11/2021,"$2,156 ",98
Dotty Strutley,India,Caramel Stuffed Bars,16/11/2021,$210 ,8
Dotty Strutley,  Australia,Orange Choco,17/11/2021,"$7,700 ",963
Brien Boise,   USA,Orange Choco,17/11/2021,"$3,766 ",343
Kaine Padly, Canada,White Choc,17/11/2021,"$4,837 ",404
Karlen McCaffrey,  USA,Eclairs,17/11/2021,"$9,016 ",694
Andria Kimpton,   UK,Mint Chip Choco,17/11/2021,$448 ,23
Camilla Castle,   UK,50% Dark Bites,17/11/2021,"$9,065 ",648
Kaine Padly,USA,99% Dark & Pure,18/11/2021,"$1,456 ",70
Kelci Walkden,  UK,Smooth Sliky Salty,18/11/2021,"$2,464 ",165
Marney O'Breen,UK,White Choc,18/11/2021,"$14,161 ",886
Roddy Speechley,USA,Mint Chip Choco,18/11/2021,"$5,481 ",289
Rafaelita Blaksland,   New Zealand,White Choc,18/11/2021,"$2,177 ",156
Kaine Padly,UK,After Nines,18/11/2021,$21 ,1
Curtice Advani, UK,Milk Bars,18/11/2021,$350 ,13
Husein Augar,Canada,Fruit & Nut Bars,18/11/2021,"$11,018 ",787
Husein Augar, New Zealand,85% Dark Bars,18/11/2021,"$4,277 ",204
Jehu Rudeforth,Australia,Drinking Coco,18/11/2021,"$3,367 ",154
Brien Boise,   USA,Manuka Honey Choco,18/11/2021,"$1,925 ",61
Andria Kimpton,   UK,Caramel Stuffed Bars,18/11/2021,"$9,590 ",384
Husein Augar, Australia,Mint Chip Choco,18/11/2021,"$13,832 ",814
Camilla Castle,Australia,Orange Choco,18/11/2021,"$8,134 ",814
Kelci Walkden,  India,Almond Choco,19/11/2021,"$6,685 ",335
Camilla Castle,  USA,Choco Coated Almonds,19/11/2021,"$2,142 ",134
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,19/11/2021,"$15,407 ",701
Camilla Castle,   UK,70% Dark Bites,19/11/2021,$623 ,48
Brien Boise,  UK,99% Dark & Pure,19/11/2021,"$1,085 ",68
Ches Bonnell, Canada,70% Dark Bites,19/11/2021,"$2,933 ",226
Karlen McCaffrey,   New Zealand,Spicy Special Slims,22/11/2021,"$13,860 ",693
Kelci Walkden,Canada,Orange Choco,22/11/2021,"$3,787 ",316
Ches Bonnell,  Canada,Eclairs,22/11/2021,"$1,085 ",73
Karlen McCaffrey,   New Zealand,70% Dark Bites,22/11/2021,"$16,926 ",1302
Curtice Advani,UK,Mint Chip Choco,22/11/2021,"$3,311 ",255
Camilla Castle, India,Choco Coated Almonds,22/11/2021,"$3,360 ",160
Kelci Walkden,  India,50% Dark Bites,22/11/2021,"$11,683 ",1461
Andria Kimpton,  New Zealand,Smooth Sliky Salty,23/11/2021,$532 ,32
Brien Boise, India,Mint Chip Choco,23/11/2021,"$11,466 ",637
Van Tuxwell,Canada,Smooth Sliky Salty,23/11/2021,$574 ,34
Beverie Moffet,  UK,99% Dark & Pure,23/11/2021,"$1,547 ",68
Van Tuxwell, New Zealand,Peanut Butter Cubes,23/11/2021,"$6,356 ",255
Curtice Advani,UK,Peanut Butter Cubes,23/11/2021,"$7,833 ",357
Marney O'Breen,UK,Peanut Butter Cubes,23/11/2021,"$7,280 ",331
Gigi Bohling, USA,Smooth Sliky Salty,23/11/2021,$686 ,35
Van Tuxwell, India,After Nines,23/11/2021,"$4,480 ",145
Rafaelita Blaksland,  Australia,Drinking Coco,23/11/2021,"$4,928 ",215
Oby Sorrel,   Australia,Mint Chip Choco,23/11/2021,"$1,687 ",106
Dotty Strutley,   Australia,Manuka Honey Choco,23/11/2021,"$3,738 ",139
Mallorie Waber, UK,Spicy Special Slims,23/11/2021,$784 ,30
Dotty Strutley,   New Zealand,White Choc,23/11/2021,$231 ,17
Kelci Walkden,  India,85% Dark Bars,23/11/2021,"$13,825 ",865
Jehu Rudeforth,  Australia,Mint Chip Choco,23/11/2021,"$10,997 ",647
Curtice Advani,  India,Almond Choco,23/11/2021,"$2,569 ",136
Rafaelita Blaksland,   Australia,Eclairs,23/11/2021,"$13,958 ",997
Andria Kimpton, India,White Choc,23/11/2021,"$2,905 ",171
Roddy Speechley, Australia,Organic Choco Syrup,24/11/2021,"$3,801 ",132
Van Tuxwell,  USA,Baker's Choco Chips,24/11/2021,$14 ,1
Brien Boise,   UK,Raspberry Choco,24/11/2021,$70 ,5
Oby Sorrel,UK,Manuka Honey Choco,24/11/2021,"$5,138 ",156
Wilone O'Kielt, Canada,Raspberry Choco,24/11/2021,"$2,135 ",143
Brien Boise,  New Zealand,Eclairs,25/11/2021,"$2,331 ",146
Kelci Walkden,New Zealand,Organic Choco Syrup,25/11/2021,"$7,707 ",249
Camilla Castle, Canada,Choco Coated Almonds,25/11/2021,"$9,856 ",658
Oby Sorrel,   India,Caramel Stuffed Bars,25/11/2021,"$6,097 ",218
Oby Sorrel,  UK,Eclairs,25/11/2021,$245 ,18
Jan Morforth,  Canada,Milk Bars,25/11/2021,"$8,141 ",291
Curtice Advani,   Australia,White Choc,25/11/2021,"$5,656 ",566
Wilone O'Kielt,UK,Organic Choco Syrup,25/11/2021,"$7,357 ",320
Jan Morforth, India,Fruit & Nut Bars,25/11/2021,$833 ,84
Rafaelita Blaksland,   Canada,Smooth Sliky Salty,25/11/2021,"$5,299 ",408
Dotty Strutley,Australia,Fruit & Nut Bars,25/11/2021,"$1,785 ",149
Wilone O'Kielt,   USA,Choco Coated Almonds,26/11/2021,"$5,670 ",270
Beverie Moffet,USA,99% Dark & Pure,26/11/2021,"$12,810 ",610
Kelci Walkden, USA,70% Dark Bites,26/11/2021,"$11,396 ",1140
Jehu Rudeforth,UK,Manuka Honey Choco,26/11/2021,$707 ,23
Van Tuxwell, Australia,99% Dark & Pure,26/11/2021,"$2,618 ",146
Wilone O'Kielt,   India,70% Dark Bites,26/11/2021,"$8,260 ",636
Roddy Speechley,  Australia,Fruit & Nut Bars,26/11/2021,"$8,120 ",625
Rafaelita Blaksland,USA,Almond Choco,26/11/2021,"$6,713 ",448
Jan Morforth, India,White Choc,26/11/2021,"$22,512 ",2047
Husein Augar,   Australia,Spicy Special Slims,29/11/2021,"$1,400 ",54
Roddy Speechley, New Zealand,70% Dark Bites,29/11/2021,"$1,540 ",103
Van Tuxwell,   Australia,Eclairs,29/11/2021,$903 ,57
Kaine Padly,  Canada,Raspberry Choco,29/11/2021,"$3,857 ",227
Wilone O'Kielt,UK,50% Dark Bites,29/11/2021,$840 ,60
Madelene Upcott,   UK,Milk Bars,29/11/2021,$119 ,5
Brien Boise,   Australia,50% Dark Bites,29/11/2021,"$3,500 ",270
Husein Augar,   India,White Choc,29/11/2021,"$8,435 ",938
Dennison Crosswaite,India,White-Choc,29/11/2021,"$10,640 ",819
Barr Faughny,USA,85% Dark Bars,29/11/2021,"$1,155 ",49
Karlen McCaffrey,  Canada,Eclairs,29/11/2021,$133 ,7
Andria Kimpton, Australia,Fruit & Nut Bars,29/11/2021,"$14,007 ",1274
Jan Morforth,   India,50% Dark Bites,30/11/2021,"$10,724 ",766
Kaine Padly, UK,Fruit & Nut Bars,30/11/2021,"$2,611 ",201
Mallorie Waber,   India,Almond Choco,30/11/2021,"$5,663 ",334
Kelci Walkden, New Zealand,Eclairs,30/11/2021,"$12,796 ",640
Jan Morforth,   India,Baker's Choco Chips,30/11/2021,"$4,571 ",305
Marney O'Breen,Australia,50% Dark Bites,30/11/2021,"$5,866 ",652
Dennison Crosswaite,New Zealand,Raspberry Choco,30/11/2021,"$8,309 ",554
Mallorie Waber,Australia,Smooth Sliky Salty,30/11/2021,"$8,540 ",657
Jan Morforth,   Australia,After Nines,30/11/2021,"$2,310 ",83
Oby Sorrel,  India,Fruit & Nut Bars,1/12/2021,"$2,597 ",200
Dotty Strutley,Australia,After Nines,1/12/2021,"$2,156 ",77
Roddy Speechley, India,Orange Choco,1/12/2021,$826 ,76
Camilla Castle, Canada,Smooth Sliky Salty,1/12/2021,"$4,004 ",267
Kaine Padly,  New Zealand,Smooth Sliky Salty,1/12/2021,"$13,636 ",650
Curtice Advani,  Australia,50% Dark Bites,1/12/2021,"$3,808 ",381
Gunar Cockshoot,India,Fruit & Nut Bars,1/12/2021,"$6,076 ",608
Camilla Castle, USA,Spicy Special Slims,1/12/2021,"$9,051 ",453
Kaine Padly,   Canada,Baker's Choco Chips,1/12/2021,"$12,124 ",1213
Oby Sorrel,  New Zealand,Eclairs,2/12/2021,"$10,094 ",594
Ches Bonnell,India,Organic Choco Syrup,2/12/2021,"$1,771 ",58
Gunar Cockshoot,   Australia,White Choc,2/12/2021,"$5,474 ",498
Beverie Moffet,  Canada,After Nines,3/12/2021,"$15,701 ",655
Husein Augar,  UK,99% Dark & Pure,3/12/2021,"$8,813 ",441
Marney O'Breen,Australia,Drinking Coco,3/12/2021,"$2,009 ",78
Van Tuxwell,India,Raspberry Choco,3/12/2021,"$8,029 ",383
Barr Faughny,   USA,After Nines,3/12/2021,"$5,264 ",220
Dotty Strutley,   UK,Fruit & Nut Bars,3/12/2021,"$2,247 ",188
Jan Morforth, New Zealand,Raspberry Choco,3/12/2021,$798 ,45
Madelene Upcott, Canada,White Choc,6/12/2021,"$2,107 ",141
Dotty Strutley,  Australia,70% Dark Bites,6/12/2021,"$8,946 ",814
Gunar Cockshoot,Australia,Organic Choco Syrup,6/12/2021,"$2,947 ",96
Jehu Rudeforth,   New Zealand,Choco Coated Almonds,6/12/2021,"$12,418 ",654
Husein Augar,  USA,Fruit & Nut Bars,6/12/2021,"$5,894 ",328
Madelene Upcott, USA,85% Dark Bars,7/12/2021,"$3,171 ",145
Curtice Advani, USA,Organic Choco Syrup,7/12/2021,"$10,458 ",419
Gunar Cockshoot,   Australia,Eclairs,7/12/2021,$420 ,27
Jan Morforth,   Australia,Baker's Choco Chips,7/12/2021,"$1,638 ",126
Kaine Padly,   India,Eclairs,7/12/2021,"$8,708 ",436
Beverie Moffet,   Australia,Almond Choco,7/12/2021,"$5,663 ",334
Husein Augar,   Australia,Smooth Sliky Salty,7/12/2021,$343 ,21
Mallorie Waber, USA,85% Dark Bars,7/12/2021,"$1,351 ",68
Beverie Moffet,UK,Fruit & Nut Bars,7/12/2021,"$3,346 ",305
Kaine Padly,   India,70% Dark Bites,7/12/2021,"$7,917 ",1131
Brien Boise,  New Zealand,Raspberry Choco,7/12/2021,"$2,527 ",115
Ches Bonnell,   New Zealand,99% Dark & Pure,7/12/2021,"$6,685 ",304
Brien Boise,  New Zealand,Orange Choco,7/12/2021,"$5,145 ",572
Curtice Advani,   India,Manuka Honey Choco,7/12/2021,"$1,260 ",47
Gigi Bohling, New Zealand,Caramel Stuffed Bars,7/12/2021,"$1,344 ",54
Roddy Speechley,Canada,White Choc,7/12/2021,"$17,437 ",1342
Husein Augar,   Canada,Eclairs,7/12/2021,"$7,658 ",404
Dennison Crosswaite,UK,99% Dark & Pure,7/12/2021,"$7,784 ",390
Dotty Strutley,  Australia,Raspberry Choco,7/12/2021,"$7,889 ",416
Andria Kimpton, New Zealand,Peanut Butter Cubes,7/12/2021,"$5,957 ",314
Madelene Upcott,  India,50% Dark Bites,7/12/2021,"$2,457 ",273
Mallorie Waber,  USA,Smooth Sliky Salty,7/12/2021,"$11,900 ",700
Wilone O'Kielt,   New Zealand,Milk Bars,7/12/2021,"$5,817 ",201
Mallorie Waber, India,Spicy Special Slims,7/12/2021,"$8,778 ",352
Ches Bonnell,India,99% Dark & Pure,7/12/2021,$819 ,49
Camilla Castle,India,Fruit & Nut Bars,7/12/2021,"$2,121 ",152
Wilone O'Kielt,   UK,Caramel Stuffed Bars,7/12/2021,"$5,166 ",192
Beverie Moffet,India,Peanut Butter Cubes,8/12/2021,"$2,296 ",121
Rafaelita Blaksland,  Australia,Mint Chip Choco,8/12/2021,$175 ,9
Marney O'Breen,USA,Smooth Sliky Salty,8/12/2021,"$9,961 ",499
Kaine Padly,   New Zealand,Organic Choco Syrup,8/12/2021,"$2,513 ",84
Gigi Bohling, Canada,Orange Choco,8/12/2021,"$8,239 ",1374
Karlen McCaffrey,  New Zealand,Eclairs,8/12/2021,"$14,532 ",1118
Dennison Crosswaite,  New Zealand,Choco Coated Almonds,8/12/2021,"$3,955 ",189
Dennison Crosswaite,   USA,Caramel Stuffed Bars,8/12/2021,"$4,186 ",150
Kelci Walkden,Australia,85% Dark Bars,8/12/2021,"$2,156 ",120
Gunar Cockshoot,Australia,50% Dark Bites,8/12/2021,"$2,317 ",194
Jan Morforth,   New Zealand,85% Dark Bars,8/12/2021,$861 ,48
Dennison Crosswaite,   USA,Peanut Butter Cubes,8/12/2021,$182 ,10
Andria Kimpton,  Australia,White Choc,9/12/2021,"$9,002 ",901
Kaine Padly, USA,70% Dark Bites,9/12/2021,"$2,996 ",200
Oby Sorrel,  India,Smooth Sliky Salty,9/12/2021,"$2,653 ",133
Wilone O'Kielt,  India,Milk Bars,9/12/2021,"$4,648 ",194
Roddy Speechley, India,After Nines,9/12/2021,"$4,410 ",147
Jehu Rudeforth,  Canada,White Choc,9/12/2021,$168 ,12
Oby Sorrel,  Canada,Smooth Sliky Salty,9/12/2021,$749 ,54
Kelci Walkden, New Zealand,White Choc,9/12/2021,"$8,099 ",507
Andria Kimpton,  New Zealand,Eclairs,9/12/2021,"$7,378 ",568
Husein Augar,UK,Fruit & Nut Bars,10/12/2021,"$11,683 ",974
Kelci Walkden,   India,Smooth Sliky Salty,10/12/2021,"$6,076 ",468
Jehu Rudeforth, Canada,70% Dark Bites,10/12/2021,"$1,190 ",92
Jehu Rudeforth,   Australia,Caramel Stuffed Bars,10/12/2021,"$5,418 ",247
Marney O'Breen,New Zealand,Smooth Sliky Salty,10/12/2021,"$8,624 ",454
Van Tuxwell,  USA,Caramel Stuffed Bars,10/12/2021,"$4,291 ",154
Dotty Strutley,India,Eclairs,13/12/2021,"$6,636 ",350
Wilone O'Kielt,   New Zealand,Smooth Sliky Salty,13/12/2021,"$6,734 ",355
Marney O'Breen,   Australia,99% Dark & Pure,13/12/2021,"$5,327 ",222
Curtice Advani, UK,Raspberry Choco,13/12/2021,"$10,927 ",521
Mallorie Waber,Canada,Drinking Coco,13/12/2021,"$1,827 ",61
Beverie Moffet,   UK,Spicy Special Slims,13/12/2021,"$9,065 ",413
Kaine Padly,  India,85% Dark Bars,13/12/2021,"$1,645 ",69
Curtice Advani,UK,Fruit & Nut Bars,13/12/2021,"$6,804 ",619
Jehu Rudeforth, Canada,99% Dark & Pure,13/12/2021,"$2,933 ",163
Mallorie Waber, New Zealand,Fruit & Nut Bars,13/12/2021,"$18,830 ",1108
Karlen McCaffrey,  New Zealand,50% Dark Bites,13/12/2021,"$3,311 ",237
Rafaelita Blaksland,   Australia,50% Dark Bites,13/12/2021,"$6,300 ",630
Jehu Rudeforth,   UK,Smooth Sliky Salty,14/12/2021,"$11,858 ",791
Barr Faughny,USA,70% Dark Bites,14/12/2021,"$6,601 ",661
Jehu Rudeforth,USA,85% Dark Bars,14/12/2021,"$13,251 ",663
Andria Kimpton,India,Organic Choco Syrup,14/12/2021,"$9,422 ",410
Husein Augar,  Canada,Smooth Sliky Salty,14/12/2021,"$6,300 ",332
Wilone O'Kielt,   Canada,50% Dark Bites,14/12/2021,"$18,508 ",1683
Kelci Walkden, Australia,Smooth Sliky Salty,14/12/2021,"$15,204 ",951
Wilone O'Kielt,Canada,Drinking Coco,14/12/2021,"$5,327 ",191
Jan Morforth, Australia,Manuka Honey Choco,14/12/2021,"$14,616 ",563
Camilla Castle, UK,Organic Choco Syrup,14/12/2021,"$11,767 ",421
Husein Augar,  Canada,50% Dark Bites,14/12/2021,"$4,165 ",278
Gunar Cockshoot,  USA,Drinking Coco,14/12/2021,"$3,157 ",106
Curtice Advani,  New Zealand,Smooth Sliky Salty,14/12/2021,"$2,695 ",129
Gigi Bohling, Australia,Smooth Sliky Salty,14/12/2021,"$8,274 ",518
Gigi Bohling,New Zealand,Smooth Sliky Salty,15/12/2021,"$14,154 ",708
Andria Kimpton,Canada,50% Dark Bites,15/12/2021,"$4,634 ",422
Camilla Castle, New Zealand,After Nines,15/12/2021,"$6,657 ",209
Barr Faughny,  India,85% Dark Bars,15/12/2021,"$20,671 ",940
Mallorie Waber, New Zealand,After Nines,15/12/2021,"$3,087 ",97
Brien Boise,   UK,85% Dark Bars,15/12/2021,"$7,462 ",393
Oby Sorrel,Canada,Spicy Special Slims,15/12/2021,"$9,107 ",456
Jan Morforth,Canada,After Nines,15/12/2021,"$1,722 ",72
Marney O'Breen,UK,Caramel Stuffed Bars,15/12/2021,"$6,622 ",276
Oby Sorrel, UK,99% Dark & Pure,15/12/2021,"$13,090 ",689
Wilone O'Kielt, UK,Peanut Butter Cubes,15/12/2021,"$15,925 ",759
Dotty Strutley,   USA,Spicy Special Slims,15/12/2021,"$3,248 ",121
Kelci Walkden, Australia,Almond Choco,15/12/2021,"$9,338 ",406
Karlen McCaffrey,New Zealand,Milk Bars,15/12/2021,"$5,516 ",230
Mallorie Waber,USA,Almond Choco,15/12/2021,"$4,291 ",187
Curtice Advani,New Zealand,Choco Coated Almonds,15/12/2021,$917 ,62
Roddy Speechley,  India,50% Dark Bites,15/12/2021,"$8,323 ",555
Jehu Rudeforth,   New Zealand,50% Dark Bites,15/12/2021,"$1,722 ",123
Andria Kimpton,  Australia,Eclairs,15/12/2021,"$2,695 ",180
Jan Morforth,  USA,Eclairs,15/12/2021,"$5,236 ",250
Brien Boise,India,Manuka Honey Choco,15/12/2021,"$2,555 ",83
Madelene Upcott,   India,Smooth Sliky Salty,15/12/2021,"$3,885 ",243
Karlen McCaffrey,Australia,Almond Choco,15/12/2021,"$5,026 ",315
Curtice Advani,Canada,Raspberry Choco,15/12/2021,"$3,514 ",196
Marney O'Breen, UK,50% Dark Bites,15/12/2021,"$2,002 ",201
Dotty Strutley,   Canada,Manuka Honey Choco,15/12/2021,"$5,894 ",219
Ches Bonnell,   Australia,Milk Bars,15/12/2021,"$3,073 ",106
Curtice Advani,New Zealand,Raspberry Choco,15/12/2021,"$7,049 ",371
Jehu Rudeforth,India,Almond Choco,15/12/2021,"$3,654 ",215
Camilla Castle,  India,Milk Bars,15/12/2021,"$8,610 ",278
Kaine Padly,   Australia,Spicy Special Slims,16/12/2021,"$1,323 ",56
Oby Sorrel, India,50% Dark Bites,16/12/2021,"$6,636 ",443
Gunar Cockshoot,  New Zealand,Raspberry Choco,16/12/2021,"$7,427 ",437
Kelci Walkden,  Australia,Baker's Choco Chips,16/12/2021,"$2,863 ",205
Marney O'Breen,   India,Organic Choco Syrup,16/12/2021,"$3,206 ",104
Jehu Rudeforth, UK,Organic Choco Syrup,16/12/2021,$84 ,4
Marney O'Breen, Australia,Eclairs,17/12/2021,"$5,131 ",257
Dotty Strutley,  UK,Spicy Special Slims,17/12/2021,"$12,068 ",549
Mallorie Waber,  Canada,Choco Coated Almonds,17/12/2021,"$5,824 ",364
Kelci Walkden,   Australia,Choco Coated Almonds,17/12/2021,"$3,283 ",219
Ches Bonnell, India,Smooth Sliky Salty,17/12/2021,"$2,030 ",120
Dotty Strutley,USA,70% Dark Bites,17/12/2021,"$7,294 ",730
Van Tuxwell,  Canada,70% Dark Bites,17/12/2021,$966 ,69
Wilone O'Kielt, New Zealand,99% Dark & Pure,17/12/2021,"$9,303 ",490
Madelene Upcott,   New Zealand,Smooth Sliky Salty,17/12/2021,"$5,936 ",330
Jan Morforth,   USA,50% Dark Bites,17/12/2021,"$6,839 ",622
Van Tuxwell,  India,Peanut Butter Cubes,17/12/2021,"$14,980 ",652
Andria Kimpton,   New Zealand,Milk Bars,17/12/2021,"$4,277 ",159
Kaine Padly,   USA,Manuka Honey Choco,17/12/2021,"$2,415 ",76
Oby Sorrel,Canada,Raspberry Choco,17/12/2021,"$5,194 ",289
Van Tuxwell,  Australia,White Choc,17/12/2021,"$7,007 ",637
Camilla Castle,   UK,Caramel Stuffed Bars,17/12/2021,"$6,545 ",262
Gigi Bohling, India,Manuka Honey Choco,17/12/2021,$917 ,28
Mallorie Waber,   India,Smooth Sliky Salty,17/12/2021,$644 ,33
Jehu Rudeforth,   India,Smooth Sliky Salty,17/12/2021,"$5,719 ",286
Rafaelita Blaksland, UK,50% Dark Bites,17/12/2021,"$6,748 ",750
Ches Bonnell,India,Peanut Butter Cubes,20/12/2021,$896 ,50
Van Tuxwell,  Canada,White Choc,20/12/2021,"$2,639 ",156
Wilone O'Kielt,UK,Baker's Choco Chips,20/12/2021,$364 ,23
Dotty Strutley,   UK,Mint Chip Choco,20/12/2021,"$1,428 ",96
Wilone O'Kielt, UK,Mint Chip Choco,20/12/2021,"$4,466 ",249
Rafaelita Blaksland,USA,After Nines,20/12/2021,"$1,442 ",52
Van Tuxwell, New Zealand,Choco Coated Almonds,20/12/2021,"$5,355 ",255
Van Tuxwell,  USA,50% Dark Bites,20/12/2021,"$3,815 ",477
Rafaelita Blaksland,   UK,Orange Choco,20/12/2021,"$12,614 ",901
Wilone O'Kielt,   India,Eclairs,20/12/2021,$623 ,30
Gigi Bohling,   India,Milk Bars,20/12/2021,"$4,466 ",179
Marney O'Breen, India,Choco Coated Almonds,20/12/2021,"$7,049 ",336
Van Tuxwell,   UK,Choco Coated Almonds,20/12/2021,"$11,221 ",661
Gigi Bohling,New Zealand,Fruit & Nut Bars,20/12/2021,"$10,521 ",585
Ches Bonnell,  New Zealand,70% Dark Bites,20/12/2021,"$14,007 ",1078
Jehu Rudeforth,   India,85% Dark Bars,20/12/2021,"$10,507 ",657
Barr Faughny,   UK,Peanut Butter Cubes,20/12/2021,"$6,874 ",362
Dennison Crosswaite, UK,Eclairs,20/12/2021,"$9,184 ",707
Rafaelita Blaksland,   Canada,Drinking Coco,20/12/2021,"$10,542 ",440
Brien Boise,Canada,Milk Bars,20/12/2021,"$5,292 ",183
Husein Augar, Canada,Manuka Honey Choco,20/12/2021,"$11,193 ",386
Kelci Walkden, New Zealand,70% Dark Bites,20/12/2021,$686 ,46
Dennison Crosswaite,  Australia,85% Dark Bars,20/12/2021,"$14,343 ",755
Roddy Speechley,  India,Almond Choco,20/12/2021,"$17,388 ",870
Rafaelita Blaksland,  Canada,Organic Choco Syrup,21/12/2021,"$3,094 ",104
Mallorie Waber,   India,85% Dark Bars,21/12/2021,"$3,787 ",165
Andria Kimpton,New Zealand,50% Dark Bites,21/12/2021,"$3,752 ",417
Wilone O'Kielt,   India,Organic Choco Syrup,21/12/2021,"$1,197 ",40
Kaine Padly,New Zealand,Peanut Butter Cubes,21/12/2021,"$7,364 ",410
Van Tuxwell,   India,Drinking Coco,21/12/2021,"$1,841 ",84
Oby Sorrel, India,Spicy Special Slims,21/12/2021,"$3,836 ",148
Ches Bonnell, Canada,Raspberry Choco,21/12/2021,"$3,871 ",204
Madelene Upcott, Australia,Drinking Coco,21/12/2021,"$1,218 ",46
Jan Morforth,Canada,50% Dark Bites,21/12/2021,"$7,168 ",512
Oby Sorrel,  Canada,Choco Coated Almonds,21/12/2021,"$1,015 ",64
Husein Augar,USA,Orange Choco,21/12/2021,"$2,604 ",261
Jehu Rudeforth, USA,Fruit & Nut Bars,21/12/2021,"$2,177 ",146
Marney O'Breen,  India,After Nines,21/12/2021,"$7,364 ",307
Husein Augar,   New Zealand,Orange Choco,21/12/2021,"$2,058 ",258
Andria Kimpton,New Zealand,Baker's Choco Chips,21/12/2021,"$16,891 ",1127
Kaine Padly, New Zealand,Choco Coated Almonds,21/12/2021,"$15,533 ",1110
Oby Sorrel,  Canada,Caramel Stuffed Bars,21/12/2021,"$15,694 ",714
Wilone O'Kielt,Australia,Almond Choco,21/12/2021,"$5,509 ",276
Kaine Padly,  UK,Choco Coated Almonds,21/12/2021,"$6,174 ",386
Dotty Strutley,USA,Orange Choco,21/12/2021,"$1,295 ",162
Oby Sorrel, New Zealand,Fruit & Nut Bars,21/12/2021,"$2,366 ",182
Marney O'Breen,India,Fruit & Nut Bars,21/12/2021,$532 ,45
Husein Augar,India,Mint Chip Choco,21/12/2021,$735 ,53
Jan Morforth, UK,After Nines,22/12/2021,"$4,102 ",158
Gigi Bohling,   UK,Manuka Honey Choco,22/12/2021,"$4,634 ",160
Van Tuxwell,   USA,Eclairs,22/12/2021,$980 ,76
Brien Boise, New Zealand,50% Dark Bites,22/12/2021,"$3,472 ",386
Kelci Walkden, India,White Choc,22/12/2021,"$15,673 ",1425
Gigi Bohling,   UK,White Choc,22/12/2021,"$9,177 ",706
Marney O'Breen,USA,Milk Bars,22/12/2021,"$1,113 ",36
Ches Bonnell,   USA,Eclairs,22/12/2021,"$2,506 ",140
Husein Augar,  Canada,Mint Chip Choco,22/12/2021,$658 ,35
Camilla Castle,  Australia,After Nines,22/12/2021,"$4,487 ",167
Dennison Crosswaite,   UK,Manuka Honey Choco,22/12/2021,"$5,866 ",184
Rafaelita Blaksland,  New Zealand,Caramel Stuffed Bars,22/12/2021,"$14,959 ",680
Roddy Speechley, UK,50% Dark Bites,22/12/2021,"$6,356 ",454
Kelci Walkden, New Zealand,Caramel Stuffed Bars,22/12/2021,$308 ,11
Dotty Strutley,  Australia,Mint Chip Choco,22/12/2021,"$7,259 ",519
Camilla Castle,   India,Drinking Coco,22/12/2021,"$2,954 ",114
Jehu Rudeforth, Australia,85% Dark Bars,23/12/2021,$490 ,22
Marney O'Breen, New Zealand,Baker's Choco Chips,23/12/2021,"$9,898 ",1100
Curtice Advani,   Australia,Milk Bars,23/12/2021,"$19,789 ",683
Ches Bonnell, Canada,Orange Choco,23/12/2021,"$2,793 ",399
Van Tuxwell,  Canada,Baker's Choco Chips,23/12/2021,"$16,443 ",1645
Beverie Moffet,  Australia,Eclairs,23/12/2021,"$5,012 ",295
Karlen McCaffrey,Australia,Milk Bars,23/12/2021,$861 ,31
Madelene Upcott, New Zealand,50% Dark Bites,23/12/2021,"$6,370 ",531
Jan Morforth,   Australia,Orange Choco,23/12/2021,"$4,333 ",723
Marney O'Breen, India,Peanut Butter Cubes,23/12/2021,"$2,653 ",103
Mallorie Waber,  USA,Manuka Honey Choco,23/12/2021,"$1,981 ",80
Husein Augar,  UK,Orange Choco,23/12/2021,$525 ,41
Oby Sorrel, New Zealand,99% Dark & Pure,23/12/2021,$315 ,14
Wilone O'Kielt,Australia,Orange Choco,23/12/2021,$889 ,127
Oby Sorrel, Canada,70% Dark Bites,23/12/2021,"$2,954 ",269
Jehu Rudeforth,  Canada,Baker's Choco Chips,23/12/2021,"$7,497 ",536
Madelene Upcott,  UK,Peanut Butter Cubes,23/12/2021,"$4,753 ",199
Kelci Walkden,  USA,Caramel Stuffed Bars,23/12/2021,"$7,490 ",268
Ches Bonnell,   New Zealand,50% Dark Bites,23/12/2021,"$5,355 ",536
Gigi Bohling, Australia,Organic Choco Syrup,23/12/2021,"$5,642 ",189
Husein Augar,USA,99% Dark & Pure,23/12/2021,"$3,885 ",243
Gigi Bohling, India,Orange Choco,23/12/2021,$161 ,27
Barr Faughny,UK,Fruit & Nut Bars,23/12/2021,$896 ,60
Husein Augar, UK,Baker's Choco Chips,24/12/2021,$938 ,86
Marney O'Breen,New Zealand,Almond Choco,24/12/2021,"$11,235 ",489
